file,image_id,orig_w,orig_h,proc_w,proc_h,mp,t_0,t_90,t_best,score_0,score_90,best,n_lines,n_lines_0,n_lines_90,mean_conf,text,anchors,has_pos,has_neg,has_soft,has_yut,has_bydo,n_dates_all,n_dates,kinds,dates,n_in_long,dis_품목보고번호(14자리+),dis_바코드(13자리),dis_9~12자리 숫자,dis_전화번호(1588형),dis_신고번호 1399,dis_영양성분 %,dis_용량 g/ml/kcal,dis_LOT/로트,dis_시각(hh:mm),dis_시각(NN시)
000010.jpg,000010,3024,4032,960,1280,12.192768,2.199,1.512,2.199,22.7,10.4,0,19,14,5,0.8086842105263158,"게-
드대포긍
980원
리츠
리즈
PIIZ
리츠
리션
리경
오레&
씬즈
초코크림
++se a fise  fisi
!
980
씬즈
Ti  fides fis 
T규층
초코크림",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
001919.jpg,001919,895,1198,895,1198,1.07221,4.209,8.833,4.209,172.2,86.8,0,102,46,56,0.8601078431372549,"NOUR
페리지게임하고
SEALE
YOUR PO
FOR
받재!
1DOK0
서
'기능정보
1일
마HA
함유
EPA
선:
기억력
개선에
흡수되고이용되는데
그
인이
필요
1일
0g0%지방12g2
단백주
DHA의합1100 mg
PAS
*본제품은공정거래위원회
고시
소비
에의거
또는
보상받을
0
알레르기발생가는
성이있는
공콩
가
토마토호두쇠고가조개류굴
사용한제품과
같은제조시설에서
X이상사례신교는1577-2488:
건강기능식픔이력
적관리번호
:6292
200166
LOT:201200869
EXP:2023/12/20
오
EPA및 DHA
영양기능정보
건강기능
피
EXP:2023/1
LOT:201200869
이상
10
이
N
SEAL
-
E
퓨료
순쳐
[5
공
FOR YOUR
갈
Fi
격
이
I
야
-
12/20
리번호:6292
1577
간
0
해리
100
0주
80
피유
3
험
아
조시
>으
2488
R
리요
수
6
어
소
17
J0
0
그-
받재!
때
케임하고
HE",['제조일자'],False,True,False,False,False,2,1,['Y4_sep'],['2023-12-20'],0,0,0,2,0,0,1,3,2,0,0
001689.jpg,001689,640,640,640,640,0.4096,0.417,0.131,0.131,0.0,1.3,90,1,0,1,0.662,10,[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000742.jpg,000742,3024,4032,960,1280,12.192768,1.406,0.88,1.406,4.6,5.1,0,10,6,4,0.6703,"WI't  i i tj I 
[11 1 s?
 Fie
도든연
1
t
그
하
i11
616:",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
001151.jpg,001151,640,640,640,640,0.4096,1.404,0.618,1.404,9.1,10.4,0,16,12,4,0.8106875,"ws
533175
Kraft
ST
BEFOREDDINHYYYU
Kraft Sing!es
HGREDEHTS
Processed
Ch00s625%
cs FJad
4S
RaxO
18/09/2021
SEFORE DDIMNYY
자
00",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,1,0,0,0,0
001541.jpg,001541,640,640,640,640,0.4096,2.56,1.993,2.56,83.9,40.1,0,49,34,15,0.8444489795918366,"진짜
원물
않아
Ho l
베이크드
살린
에어비이2Ar BaKin8공업
지방고과
컴로리
부담이
구원
Down
라
마리시이트에MarindO공반
골레스네
포화지빔
진회
면구조
감자의
洋미
얼어진
고유의
국대화한
배합을
밀간하여
문
201214
롯데제
2106:13
22:54
A1
부터
까지
OTHER
2106:13
201214
감자의:
에어베이크드
A1
22:54
깃질
밀간하어
까지
부터
콩중
:
립다
롯데제
분",['까지'],False,False,False,False,False,4,2,"['Y2_sep', 'Y2_sep']","['2020-12-14', '2021-06-13']",0,0,0,0,0,0,0,0,0,2,0
003319.jpg,003319,640,640,640,640,0.4096,0.764,0.41,0.764,15.9,8.7,0,12,9,3,0.9193333333333333,"35X22
ExP:202100
Franzi
20
GREEN
녹차크림쿠키
TEA
CREAM
COOKIE
Franzzi
ExP:20211020
붓털",[],False,False,False,False,False,1,1,['Y4_sep'],['2021-10-20'],0,0,0,0,0,0,0,0,0,0,0
000443.jpg,000443,3060,4080,960,1280,12.4848,12.671,3.605,12.671,422.0,95.1,0,154,130,24,0.8888701298701298,"장99
읊트맛
아기상어
요이요이
유기농
쌀과자
초록
극
소비기한
손가락으로과자를
쌀과자
아이를위한유기농
14
지
16:
요미요미
유기능
42
믿을수있는
유기농
재료
유기농
쌀로만들어
원공품공
소근육운동을고려한
모양설계
손가락으로집어스스로먹을
수있는크기
10%%
쏙
뼈와치아
무륜류료
건강한
단맛을
더해
농
맛있게!
요미요미
원재료부터
생산까지투명한
운운다유
요미요미유기농
총내용량25
품명
쌀과자초록
과자
90kcA
후면상단표시일까지
품목보고번호
2006051
15035126
폴리프로필렌
균류
총내용량당
기준치에
대하비
원피료명물
유기농함량
측과즐터키산
98%
유기농쌀국산
유기농백포도농
유기농브로콜리분말국산
나트룸
10m9
룹를
콩
탄산칼슘
탄수화물
229
세조원
주메스디씨
전라남도
담양군
담양읍에코길11-9
당류59
매일유업주
1[g을보운Y동운운&운운
60Y
교환장소
트랜스지방09
구입처
60五
아이
콜레스테롤
0m9
라도
위어느
후에먹여
주서
부메
보관이
6[
'
가하지
[-
105mg
입시
h0r
에H[!
비타민C
15m9
지켜봐
주세
묵이
야서르
이닌
필요
무우
비스
교본
부저
타시프
야평려
[34!
고등어
게새우
돼지고기
쇠고기
오징어
전복
HACCP
/비널류
제조시
YIp
제조하고
있습니다
OTHER
C The Pinkfong
Company
손가락으로과자를
1농백포도농
유기농쌀과자초록
탄산칼슘
년
소비기한
225D4
1평공
음7
:
원재료부터생산까지
물로운피용음여어
녀와지아
뉴 l0국료 I오요
소근육운동을고려한모양설계
수있는유기농재료
UE께지
맛있
16:UF
특레과
기준치에
피드
수미는크
미요미","['까지', '소비기한', '제조일자']",True,True,True,False,False,0,0,[],[],0,0,0,0,0,0,2,1,0,0,0
003259.jpg,003259,1674,1255,1280,959,2.10087,1.375,2.267,1.375,9.2,5.7,0,26,11,15,0.8581153846153846,"202202281
FLAVOUR
CHICKEN
Enaak
SIATARTOP
GE세EL
Etra
Ready
웅요
To
Eat
NSLA
Your
Enjoy
옹요념
Crunchy
Time
FLAVOUR
CHICKEN
B-4서
Enaak
O
N
02
R
B1",[],False,False,False,False,False,0,0,[],[],0,0,0,1,0,0,0,0,0,0,0
001634.jpg,001634,640,640,640,640,0.4096,5.767,1.706,5.767,183.1,44.6,0,72,60,12,0.815375,"나시
검은약당
동리
고무병
주리빈라이프
제조천
39미는
1009당
193
탄수화
탈림
당뒤
이바라가운
10%
지넹
구현산나트중
리워시무무금
17
볶운C미스
포화지빙
끌레스테
퓨목보고번호
20030368010-329
명양성
토마
아황산류
호두
쇠고기를
있습니다
국문의
일부분이으로
어움름는
안심하고
읽어
드시거나
드십시오
소비지
판매원
분쟁해게
그낭
기준에
드셔도
109-6763
의거
맛있게
교환
또는
즐기실수
부정
불림식품
유피
받으오
있습니다
신고는
0경려논
차
1399
2021
05
12까지
보
불림식품신고는국번없이1399
라려는
20210512마지
아향산류호두쇠고기를
검은약칭
무로
-
더무무공
모
주시도
이규비","['까지', '제조일자']",False,True,False,False,False,1,1,['Y4_sep'],['2021-05-12'],0,0,0,1,0,2,1,0,0,0,0
003308.jpg,003308,640,640,640,640,0.4096,3.884,1.288,3.884,71.3,14.0,0,28,23,5,0.8317142857142857,"이마무
소주의하세요
시고가호두
금고
영양점보
총내용
1009
당215
단수물4015%
지방09g2%
트랜스지방이
497%
380감0%
비물하은
격다문
수입습니다
나실프로페드
03
0%
2019
09:
03
TEA
20190903
03
프로드
0
미",[],False,False,False,False,False,1,1,['Y4_sep'],['2019-09-03'],0,0,0,0,0,0,5,1,0,1,0
003185.jpg,003185,640,640,640,640,0.4096,1.356,0.095,1.356,6.6,0.0,0,7,7,0,0.8061428571428569,"BEST
F
SE
마실
J
DE0D35
2021",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
002866.jpg,002866,1445,1927,959,1280,2.784515,1.469,1.902,1.469,2.4,0.6,0,17,9,8,0.8832941176470588,"6
19gerimento
SuggestiOn
Roll
Bpeak
Da consumarsi
 preferibilmente
entro il/
I Best before:
RollBreak
Da consumarsi preferibilmente entro il I Best before: -
COF
M
TALY
Nco
7
OLV",['BEST_BEFORE'],True,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
001444.jpg,001444,640,640,640,640,0.4096,2.307,0.75,2.307,34.8,3.0,0,12,11,1,0.8258333333333333,"2021
60
06L4
28
SEAWEEDSOUP-
쇠고기사골
미역국
지노보드아스아르건슈면
부밥한구복사가식고가
사공국
김혼맛
미역국",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,1,0,0,0
000665.jpg,000665,1980,3520,720,1280,6.9696,6.647,3.605,6.647,242.4,79.4,0,104,74,30,0.9173846153846154,"구면
제조원
및
구입처
음유
동bb회c공유88금
피하여
건조하고
직사광선을
탄수화물
10579
곳에
균복궁류
서늘한
당류
5%
259
발생
가능성이
있는
토마토
139
8%
사방
알레르기
13%
제조시설에서
트랜스지방
제조
209
제품과같은
37%
리우Y
포화재방
포장재
야머료
개봉
시
콜레스테를
53%
45719
단백질
있으니
주의하세요
15%
고시
소비자분쟁
1일영양성분기준치에대한비울사온20려
39
공정거래위원회
5%
기준이므로개인의필요열량어마라대수입습니다
교환또는
수
있습니다
에의거
불량식품
신고는
국변없이
1399
인
신선도를
유지하기
H위
긍욱
선도
는드시지
여포
809706
062105
OTHER
2026
03
고등
예포출니크
의신선도
불량식품
이
주의하세요
개봉
신고는
제품과
이
미리
기조원
곳에
Y용
시포장재
U2F3고
지하기
같은
국변없이1399
피하여
고시
제조시
야머료
시설에서제조
건조하고
있는
아동
토마토
좀
E른
지방",['제조일자'],False,True,False,False,False,0,0,[],[],0,0,0,0,0,2,7,0,0,0,0
002887.jpg,002887,640,640,640,640,0.4096,0.736,0.437,0.736,6.8,7.2,0,4,3,1,0.89525,"2022
-
01:4
202201:04",[],False,False,False,False,False,2,1,['Y4_sep'],['2022-01-04'],0,0,0,0,0,0,0,0,0,0,0
003240.jpg,003240,640,640,640,640,0.4096,1.781,0.691,1.781,29.3,27.8,0,21,16,5,0.9458571428571428,"Ma!!
Contres
SOLOGNE
CONTROIS-EN
FRANCE
17
04
11
2020
PRD:
06
112021
ExD:
309/1
13:41
1012
X8:61120
13:41L101V2309/1
FRANCE
0001185
3096426",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,1,0,2,0
001546.jpg,001546,935,1247,935,1247,1.165945,7.839,5.656,7.839,200.9,97.3,0,125,78,47,0.897272,"ICITICBLAHO
GIO3G
해바라기
초코
25
성곡로32
코이
미퍼러
코아
포르
:전지분
유코코
티
039
%피막제비타
유통중
변질품은
본
빌땅콩달갈호두
혼입
가능
포장을
하였습니다
'보정금
수
이장
표면이
녹아
하얀
반점이
2유
및
드셔도
무고
무해하니
롯데제과
고객시센터
""80
1062
총
을융기
30
9
영양정보
160
kcal
탄수화물
1695%
당류
13913
20m9
그
%
%
나트룹
트랜스지방
09
포화지방
3g20
9g17%
%
지방
mg미만
1%
단백질395
%
콜레스테롤
5
2000kcal
[기준이므로
여류
있습니다
1일영양성분기준치에대한비울%은
 1  I! i""  
: I
플루
까지
IOTHER
1일영영성분기준치에대한비율%은:
영양정보
유
건
울동와
하니
주중
5mg미만
드셔도
머구
S
무고
품표
2000kcal
Fr ""i I ""I tt
랜
롯데제과
하얀
[
또
1695%
GO
반점이
질
02
3g5%
등
포화지방
길
공영사
까지
글을
60E윤융울
|
있으나
호두
어
보
품피
160 kca!
혼입가능
920
질품은
둥Y공
국
교음
THEF",['까지'],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,7,8,0,0,0
000713.jpg,000713,1415,2516,719,1280,3.56014,3.716,1.653,3.716,79.3,56.7,0,41,28,13,0.9170487804878049,"50
러
카래
64
:다이닝
웅쿄륜
장호준
셰프의
&
일본식함박커리
껴
소비기한
20251023
까지
비닐류
OTHER
HACCP
8809056561815
씨제이
따끈한
g490
kca
366
혼합간장
287
돼지고기
13
66%
소비기한
일본식함박커리
돼지고기13
366g490
20251023
이비료고려요웅금문
만:다이닝
66%
kcall
그씨제이따끈한
혼합간장
287
까지","['까지', '소비기한']",True,False,True,False,False,2,1,['Y4_sep'],['2025-10-23'],0,0,1,0,0,0,2,1,0,0,0
003222.jpg,003222,2016,1512,1280,960,3.048192,2.061,1.381,2.061,21.2,22.4,0,23,11,12,0.9718695652173912,"OVEN-READY!
BEST
IF
USED
BY
2022/ JUN/14
124369600A]13:29
OVEN-READY
Barilla
LASAGNE
n399
Barilla
Baia
112436
2022/
BEST IF USED BY
OVEN-READYLSG
9602A]13:29
JUN/
LASAGNE
'14
n399
H",[],False,False,False,False,False,0,0,[],[],0,0,0,1,0,0,0,0,0,2,0
002650.jpg,002650,640,640,640,640,0.4096,1.071,0.584,1.071,14.6,7.1,0,10,7,3,0.8458,"BROW
CHOCOCHIP
브리우니
초쿠첩
CKE
0107복
24간0018
CHOCOCHIP
C0OK초침브라우니쿠
-",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000988.jpg,000988,640,640,640,640,0.4096,1.135,0.233,1.135,13.9,2.8,0,10,8,2,0.7730000000000001,"S!개
NO
Wt:
NAANGO
859
DP드-2:2D21
55
D184296
EAP &Er-?s2021
NAANGO",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
002157.jpg,002157,640,640,640,640,0.4096,2.654,2.015,2.654,22.3,10.0,0,51,38,13,0.9538039215686276,"175111
before
date
On
package
Keep in a cool ury
USe
best
ay
Settle
during
Shipping
Gontent
For best fiavour
Weight
Product sold by
Pty
Lid
Product of Thailand
Marketing
Grange
NSW
2567
CAL
Smeaton
Distributed by
Waer
Crescent
Icomau
Duaufiela
Ur131
Ousornerserviceo calmarketing
1459
NET
[5102
BEST
BEFORE:
2021
Produc sold by weight
For bes! i
1459 NET [510Z
BEST BEFORE
Marketng
Srme
PtyLid
date on package
Comau
Grange
Settle during shipping
NSW2567
DDfilA",['BEST_BEFORE'],True,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
001044.jpg,001044,676,902,676,902,0.609752,1.022,1.04,1.022,29.3,21.8,0,10,5,5,0.9868,"2""000000
770024
30-04-2021
LDEM27BLO
1111805
DOOOO
1111805
LDEM27BLO
30-04-2021
70024",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000315.jpg,000315,3024,4032,960,1280,12.192768,0.915,0.94,0.915,6.1,4.5,0,2,1,1,0.7535000000000001,"2060719
1060719",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
003029.jpg,003029,1130,847,1130,847,0.95711,5.879,2.062,5.879,237.1,56.2,0,67,54,13,0.8643880597014925,"식품워생법에의한한글표시사학
상무%8공곱호기Mn트금:음묘보
수입엄소명및
13101호원곡동
1620kCal]
원료로
내품방
마
원산지도
팽창제산화방지제토코페톨
팥유설탕탈지분유8%
보나F
혼합형대두유
'오호
곳어
마거균피움금기요모
포피께
직사광선을
*유전자변형대두포함가능성있음
피하고건조하고
서늘한곳에보관
부정
플량
식품신고는
국변없이1399
껌오
총내용량300
100g당540kCa
100g당1일
영양성분기준치에
교동
비를
나드룹
400ng
206
탄수화물569
17
현와지빌
1미:
107%
골을
288
28%
스테를0m90%
328
59%
IMPERIA
공유88T
기준치에대한비음9온2000kcal
FOODS
기준이므로
나마담동
다미무
02112021
우유함투
대두포함가능성있음
5음00I경00E융을
뉴
한글표시사혼
준치에대한비율
유8%함
공
02112021
'M9RA
국변없이1399
1
원료로",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,2,6,4,0,0,0
001762.jpg,001762,640,640,640,640,0.4096,3.624,1.602,3.624,21.4,19.5,0,45,33,12,0.8886888888888889,"AVUUA
150g
780
kcal
ANILA
EAVOUR
FLLING
28%
5UgOr
Vegelgble
Os
Ipalm
sodium
hydrogen
Carbonafel
22111/22
I credm
28%
SUgOr
Vegelable
-
IGVOU
Vonill
avour
01%
COntGIn
ilk
Gnd
eggs
NOXIMUN
236
Bes!
 before
TOXIMUM 23C
CORTOIn
CreOm28%
Sugar vegelable olls Ipalm
VANILA EAVOUR FHLLING C28%
I milkand eggs
 SU9Or
Vegetable
Best before+
2021/11/22
150g780 kcal
EE",['BEST_BEFORE'],True,False,False,False,False,1,1,['Y4_sep'],['2021-11-22'],0,0,0,0,0,0,5,4,0,0,0
000491.jpg,000491,3060,4080,960,1280,12.4848,2.113,1.724,2.113,34.5,24.7,0,21,14,7,0.8933333333333334,"이어y어y
자오차이
27넹
차오차이
마라싱소스
3480
6 a
3480
사과
대두밀함유
SPICT
까지
:I
IA7
3480
ORIGINAL
금
핍수리획
차오차이마라싱궈소스
3480
자오차이",['까지'],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
001867.jpg,001867,884,1179,884,1179,1.042236,5.842,4.025,5.842,183.1,29.1,0,104,75,29,0.8632307692307692,"EEST BY JL 2022
42222:36
제품명
촬룰라
핫소스
식품유형
소기
|
용
을
150
수임원
주삼경에프에스
롱
강남구
논현로10길
유통기한
[
표
이매동
Y!
BEST
BY
월년순
음국콩
JAN1월
FEB2월!
MAY5월
MAR3월
APR4월
D9NON
JUL7월
AUG8월
1울1DE012월
정제수
식초초산사과
고추아르볼
삐낀고추정제소금
정향
흑후추
오레가노
쿠민진탄검
Productos
SANE
de
Chapala
SA de CV
적사광선을
피하고
서늘한
곳에
으문
또는
레위원회
수입원
502
578-
-8385
준에방
고시
소비자
있습
유리
국피
또는
보상
신고는
뚜껑
국변없이
-나무
1399
재합용우수
내부
-P티
뚜껑외포-P
공금
분
촘롤라핫소스
|
-
H0
주
0
SANE
17
-
보0
H
00
0얼교국
도
JUH!
Chapala
MARL
야0
0
He
무
드
150
10
그는
도
출퓨로",['유통기한'],True,False,False,True,False,0,0,[],[],0,0,0,0,0,1,0,0,0,0,0
000273.jpg,000273,3024,4032,960,1280,12.192768,12.434,6.362,12.434,410.4,155.7,0,210,146,64,0.899395238095238,"혼합제제1덕
설티
1년
미강유태
참기름
모F
제제2향미유
스트린
미강유
정제가공유지
추장
ly이르크
편
채종유
주정
파프리카추출색소
토코페롤혼합형
향료2
향료2종
소고
소비기혼
5B/?T
표기일까지
포장재질
폴리프로필렌
품목
1720154001
530부산
보고번호
20010549541
186구미
돼지고기
움음
닭고기
토마토
오징이
제품작같은
조개류물
전복
홍합
를丘
그원Y
Uo환Y?
매콤달콤
부모러운
직사광선을
피하고
서늘하고
곳에
보관하십요
개봉후사로
고추
마요맛
간혹
제속에
짙은
nlow른
검은색
부분은
원료의
일부분
으로
Iolly
무해하오니
안심하고
드셔도
초록색
입자는
파슬리입니다
소비자기본법에
의거
교환
불량식품
신고는
10고는
1399
반품본사
및
구입한
곳
그
HER
신선도
유지를
의
질소충전포장을
하였습니다
2026
03
13까지
부산2B3이유림
1301
식품안산관리인증
HACCP
색품악이품인전처
종
60
0
280
K[2
환
탄수화물
413%
바로가지
450
mg
23%
수세요금부담
나트룹
담
-0
지방
11
20%
9
플유
12
12%
9
5181
9
47
31%
스지방
포화지방
으
0
9/
3%
레스테는
2%
로고
46
0
3
6u
명양성문
가준지에
kca!
편요
대한
비율%은
2000
10
수
있습니다
요금부담
HACCP
뿐
마
영양정보
은
돼지고기
O
고
|
우
-
1
0!
니다
홍합
루12912%
부산2B3이유림1301
202603
고
피하고
HIE
잠
신과
의거
0
TY:
o뉴른
이
서늘하고건
건>
고<
지방
>
국번없이1399
교환
충전포장을
11
포화지방
고기
13까지
뉴궁문
11g20%
2%
토마토
탄수화물
-
같은
드셔도
하였습니다
부분은
곳에보관하십서오
단백질
오징어조개류
47931%
조
입품
폴리프로필
를
009을
280 KI
A41/3%
수
있습니다","['까지', '별도표기']",False,False,False,False,True,0,0,[],[],0,0,0,2,0,2,12,2,0,0,0
