file,cv2_ok,cv2_h,cv2_w,cv2_imread_ok,pil_frames,pil_format,pil_w,pil_h,border_top,border_bot,border_left,border_right,border_frac,pil_ok,image_id,id_num,w,h,exif_orientation,format,ext,has_exif
000040.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,9,0,0.03515625,True,000040,40,3024,4032,1,JPEG,.jpg,False
000041.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000041,41,3024,4032,1,JPEG,.jpg,False
000042.jpg,True,4032,3024,False,1,JPEG,3024,4032,15,0,0,0,0.05859375,True,000042,42,3024,4032,1,JPEG,.jpg,False
000043.jpg,True,4032,3024,False,1,JPEG,3024,4032,11,0,0,0,0.04296875,True,000043,43,3024,4032,1,JPEG,.jpg,False
000044.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000044,44,3024,4032,1,JPEG,.jpg,False
000045.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000045,45,3024,4032,1,JPEG,.jpg,False
000046.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000046,46,3024,4032,1,JPEG,.jpg,False
000047.png,True,2556,1179,False,1,PNG,1179,2556,0,0,0,0,0.0,True,000047,47,1179,2556,1,PNG,.png,True
000048.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000048,48,3024,4032,1,JPEG,.jpg,False
000049.jpg,True,4032,3024,False,1,JPEG,3024,4032,4,0,0,0,0.015625,True,000049,49,3024,4032,1,JPEG,.jpg,False
000050.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000050,50,3024,4032,1,JPEG,.jpg,False
000051.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000051,51,3024,4032,1,JPEG,.jpg,False
000052.png,True,2556,1179,False,1,PNG,1179,2556,0,0,0,0,0.0,True,000052,52,1179,2556,1,PNG,.png,True
000053.png,True,2556,1179,False,1,PNG,1179,2556,5,0,0,0,0.01953125,True,000053,53,1179,2556,1,PNG,.png,True
000054.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000054,54,3024,4032,6,MPO,.jpg,True
000055.jpg,True,5712,4284,False,2,MPO,4284,5712,0,0,0,0,0.0,True,000055,55,4284,5712,6,MPO,.jpg,True
000056.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000056,56,3024,4032,6,MPO,.jpg,True
000057.jpg,True,5712,4284,False,2,MPO,4284,5712,0,0,0,0,0.0,True,000057,57,4284,5712,6,MPO,.jpg,True
000058.jpg,True,5712,4284,False,2,MPO,4284,5712,0,0,0,0,0.0,True,000058,58,4284,5712,6,MPO,.jpg,True
000059.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000059,59,3024,4032,6,MPO,.jpg,True
000060.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000060,60,3024,4032,6,MPO,.jpg,True
000061.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000061,61,3024,4032,6,MPO,.jpg,True
000062.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000062,62,3024,4032,6,MPO,.jpg,True
000063.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000063,63,3024,4032,6,MPO,.jpg,True
000064.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000064,64,3024,4032,6,MPO,.jpg,True
000065.jpg,True,5712,4284,False,2,MPO,4284,5712,14,0,0,0,0.0546875,True,000065,65,4284,5712,6,MPO,.jpg,True
000066.jpg,True,5712,4284,False,2,MPO,4284,5712,8,0,0,0,0.03125,True,000066,66,4284,5712,6,MPO,.jpg,True
000067.jpg,True,5712,4284,False,2,MPO,4284,5712,0,0,0,0,0.0,True,000067,67,4284,5712,6,MPO,.jpg,True
000068.jpg,True,5712,4284,False,2,MPO,4284,5712,0,0,0,0,0.0,True,000068,68,4284,5712,6,MPO,.jpg,True
000069.jpg,True,5712,4284,False,2,MPO,4284,5712,0,0,0,0,0.0,True,000069,69,4284,5712,6,MPO,.jpg,True
000070.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000070,70,3024,4032,1,JPEG,.jpg,False
000071.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000071,71,3024,4032,1,JPEG,.jpg,False
000072.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000072,72,3024,4032,1,JPEG,.jpg,False
000073.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000073,73,3024,4032,1,JPEG,.jpg,False
000074.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000074,74,3024,4032,1,JPEG,.jpg,False
000075.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000075,75,3024,4032,1,JPEG,.jpg,False
000076.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000076,76,3024,4032,1,JPEG,.jpg,False
000077.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000077,77,3024,4032,1,JPEG,.jpg,False
000078.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000078,78,3024,4032,1,JPEG,.jpg,False
000079.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000079,79,3024,4032,1,JPEG,.jpg,False
000080.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000080,80,3024,4032,1,JPEG,.jpg,False
000081.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000081,81,3024,4032,1,JPEG,.jpg,False
000082.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000082,82,3024,4032,1,JPEG,.jpg,False
000083.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000083,83,3024,4032,1,JPEG,.jpg,False
000084.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000084,84,3024,4032,1,JPEG,.jpg,False
000085.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000085,85,3024,4032,1,JPEG,.jpg,False
000086.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000086,86,3024,4032,1,JPEG,.jpg,False
000087.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000087,87,3024,4032,1,JPEG,.jpg,False
000088.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000088,88,3024,4032,1,JPEG,.jpg,False
000089.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000089,89,3024,4032,1,JPEG,.jpg,False
000090.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000090,90,3024,4032,1,JPEG,.jpg,False
000091.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000091,91,3024,4032,1,JPEG,.jpg,False
000092.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000092,92,3024,4032,1,JPEG,.jpg,False
000093.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000093,93,3024,4032,1,JPEG,.jpg,False
000094.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000094,94,3024,4032,1,JPEG,.jpg,False
000095.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000095,95,3024,4032,1,JPEG,.jpg,False
000096.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000096,96,3024,4032,1,JPEG,.jpg,False
000097.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000097,97,3024,4032,1,JPEG,.jpg,False
000098.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000098,98,3024,4032,1,JPEG,.jpg,False
000099.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000099,99,3024,4032,1,JPEG,.jpg,False
000100.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000100,100,3024,4032,1,JPEG,.jpg,False
000101.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000101,101,3024,4032,6,MPO,.jpg,True
000102.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000102,102,3024,4032,6,MPO,.jpg,True
000103.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000103,103,3024,4032,6,JPEG,.jpg,True
000104.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000104,104,3024,4032,6,MPO,.jpg,True
000105.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000105,105,3024,4032,1,MPO,.jpg,True
000106.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000106,106,3024,4032,6,JPEG,.jpg,True
000107.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000107,107,3024,4032,6,MPO,.jpg,True
000108.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000108,108,3024,4032,6,MPO,.jpg,True
000109.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000109,109,3024,4032,6,JPEG,.jpg,True
000110.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000110,110,3024,4032,6,MPO,.jpg,True
000111.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000111,111,3024,4032,6,MPO,.jpg,True
000112.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000112,112,3024,4032,6,MPO,.jpg,True
000113.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000113,113,3024,4032,6,MPO,.jpg,True
000114.jpg,True,3024,4032,False,2,MPO,4032,3024,0,0,0,0,0.0,True,000114,114,4032,3024,1,MPO,.jpg,True
000115.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000115,115,3024,4032,6,MPO,.jpg,True
000116.jpg,True,4032,3024,False,1,JPEG,3024,4032,0,0,0,0,0.0,True,000116,116,3024,4032,6,JPEG,.jpg,True
000117.jpg,True,4032,3024,False,2,MPO,3024,4032,0,8,0,0,0.03125,True,000117,117,3024,4032,6,MPO,.jpg,True
000118.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000118,118,3024,4032,6,MPO,.jpg,True
000119.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000119,119,3024,4032,6,MPO,.jpg,True
000120.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000120,120,3024,4032,6,MPO,.jpg,True
000121.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000121,121,3024,4032,6,MPO,.jpg,True
000122.jpg,True,3024,4032,False,2,MPO,4032,3024,0,0,0,0,0.0,True,000122,122,4032,3024,1,MPO,.jpg,True
000123.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000123,123,3024,4032,6,MPO,.jpg,True
000124.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000124,124,3024,4032,6,MPO,.jpg,True
000125.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000125,125,3024,4032,6,MPO,.jpg,True
000126.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000126,126,3024,4032,6,MPO,.jpg,True
000127.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000127,127,3024,4032,6,MPO,.jpg,True
000128.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000128,128,3024,4032,6,MPO,.jpg,True
000129.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000129,129,3024,4032,6,MPO,.jpg,True
000130.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000130,130,3024,4032,6,MPO,.jpg,True
000131.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000131,131,3024,4032,6,MPO,.jpg,True
000132.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000132,132,3024,4032,6,MPO,.jpg,True
000133.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000133,133,3024,4032,6,MPO,.jpg,True
000134.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000134,134,3024,4032,6,MPO,.jpg,True
000135.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000135,135,3024,4032,6,MPO,.jpg,True
000136.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000136,136,3024,4032,6,MPO,.jpg,True
000137.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000137,137,3024,4032,6,MPO,.jpg,True
000138.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000138,138,3024,4032,6,MPO,.jpg,True
000139.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000139,139,3024,4032,6,MPO,.jpg,True
000140.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000140,140,3024,4032,6,MPO,.jpg,True
000141.jpg,True,4032,3024,False,2,MPO,3024,4032,0,1,0,0,0.00390625,True,000141,141,3024,4032,6,MPO,.jpg,True
000142.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000142,142,3024,4032,6,MPO,.jpg,True
000143.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000143,143,3024,4032,6,MPO,.jpg,True
000144.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000144,144,3024,4032,6,MPO,.jpg,True
000145.jpg,True,4032,3024,False,2,MPO,3024,4032,0,2,0,0,0.0078125,True,000145,145,3024,4032,6,MPO,.jpg,True
000146.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000146,146,3024,4032,6,MPO,.jpg,True
000147.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000147,147,3024,4032,6,MPO,.jpg,True
000148.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000148,148,3024,4032,6,MPO,.jpg,True
000149.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000149,149,3024,4032,6,MPO,.jpg,True
000150.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000150,150,3024,4032,6,MPO,.jpg,True
000151.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000151,151,3024,4032,6,MPO,.jpg,True
000152.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000152,152,3024,4032,6,MPO,.jpg,True
000153.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000153,153,3024,4032,6,MPO,.jpg,True
000154.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000154,154,3024,4032,6,MPO,.jpg,True
000155.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000155,155,3024,4032,6,MPO,.jpg,True
000156.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000156,156,3024,4032,6,MPO,.jpg,True
000157.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000157,157,3024,4032,6,MPO,.jpg,True
000158.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000158,158,3024,4032,6,MPO,.jpg,True
000159.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000159,159,3024,4032,6,MPO,.jpg,True
000160.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000160,160,3024,4032,6,MPO,.jpg,True
000161.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000161,161,3024,4032,6,MPO,.jpg,True
000162.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000162,162,3024,4032,6,MPO,.jpg,True
000163.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000163,163,3024,4032,6,MPO,.jpg,True
000164.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000164,164,3024,4032,6,MPO,.jpg,True
000165.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000165,165,3024,4032,6,MPO,.jpg,True
000166.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000166,166,3024,4032,6,MPO,.jpg,True
000167.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000167,167,3024,4032,6,MPO,.jpg,True
000168.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000168,168,3024,4032,6,MPO,.jpg,True
000169.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000169,169,3024,4032,6,MPO,.jpg,True
000170.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000170,170,3024,4032,6,MPO,.jpg,True
000171.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000171,171,3024,4032,6,MPO,.jpg,True
000172.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000172,172,3024,4032,6,MPO,.jpg,True
000173.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000173,173,3024,4032,6,MPO,.jpg,True
000174.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000174,174,3024,4032,6,MPO,.jpg,True
000175.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000175,175,3024,4032,6,MPO,.jpg,True
000176.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000176,176,3024,4032,6,MPO,.jpg,True
000177.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000177,177,3024,4032,6,MPO,.jpg,True
000178.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000178,178,3024,4032,6,MPO,.jpg,True
000179.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000179,179,3024,4032,6,MPO,.jpg,True
000180.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000180,180,3024,4032,6,MPO,.jpg,True
000181.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000181,181,3024,4032,6,MPO,.jpg,True
000182.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000182,182,3024,4032,6,MPO,.jpg,True
000183.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000183,183,3024,4032,6,MPO,.jpg,True
000184.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000184,184,3024,4032,6,MPO,.jpg,True
000185.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000185,185,3024,4032,6,MPO,.jpg,True
000186.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000186,186,3024,4032,6,MPO,.jpg,True
000187.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000187,187,3024,4032,6,MPO,.jpg,True
000188.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000188,188,3024,4032,1,MPO,.jpg,True
000189.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000189,189,3024,4032,6,MPO,.jpg,True
000190.jpg,True,4032,3024,False,2,MPO,3024,4032,11,0,0,0,0.04296875,True,000190,190,3024,4032,6,MPO,.jpg,True
000191.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000191,191,3024,4032,6,MPO,.jpg,True
000192.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000192,192,3024,4032,6,MPO,.jpg,True
000193.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000193,193,3024,4032,6,MPO,.jpg,True
000194.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000194,194,3024,4032,6,MPO,.jpg,True
000195.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000195,195,3024,4032,6,MPO,.jpg,True
000196.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000196,196,3024,4032,6,MPO,.jpg,True
000197.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000197,197,3024,4032,6,MPO,.jpg,True
000198.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000198,198,3024,4032,6,MPO,.jpg,True
000199.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000199,199,3024,4032,6,MPO,.jpg,True
000200.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000200,200,3024,4032,6,MPO,.jpg,True
000201.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000201,201,3024,4032,6,MPO,.jpg,True
000202.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000202,202,3024,4032,6,MPO,.jpg,True
000203.jpg,True,4032,3024,False,2,MPO,3024,4032,0,0,0,0,0.0,True,000203,203,3024,4032,6,MPO,.jpg,True
